pclass,survived,sex,age,sibsp,parch,fare,dest
3.0,0.0,female,9.0,2.0,2.0,34.375,"Rotherfield, Sussex, England Essex Co, MA"
3.0,0.0,male,28.0,0.0,0.0,8.05,"Bridgwater, Somerset, England"
3.0,0.0,male,18.0,2.0,2.0,34.375,"Rotherfield, Sussex, England Essex Co, MA"
3.0,0.0,male,16.0,1.0,3.0,34.375,"Rotherfield, Sussex, England Essex Co, MA"
3.0,0.0,female,48.0,1.0,3.0,34.375,"Rotherfield, Sussex, England Essex Co, MA"
3.0,0.0,male,28.0,0.0,0.0,7.75,"Ireland New York, NY"
3.0,0.0,male,25.0,0.0,0.0,7.7417,"New York, NY"
3.0,1.0,female,16.0,0.0,0.0,7.7333,"Co Longford, Ireland New York, NY"
3.0,1.0,female,28.0,0.0,0.0,7.75,"Co Clare, Ireland Washington, DC"
3.0,1.0,male,9.0,0.0,2.0,20.525,"Strood, Kent, England Detroit, MI"
3.0,0.0,male,33.0,1.0,1.0,20.525,"Strood, Kent, England Detroit, MI"
3.0,0.0,male,41.0,0.0,0.0,7.85,"Philadelphia, PA"
3.0,1.0,female,31.0,1.0,1.0,20.525,"Strood, Kent, England Detroit, MI"
3.0,0.0,male,38.0,0.0,0.0,7.05,Portugal
3.0,0.0,male,9.0,5.0,2.0,46.9,"Wiltshire, England Niagara Falls, NY"
3.0,0.0,male,1.0,5.0,2.0,46.9,"Wiltshire, England Niagara Falls, NY"
3.0,0.0,male,11.0,5.0,2.0,46.9,"Wiltshire, England Niagara Falls, NY"
3.0,0.0,female,10.0,5.0,2.0,46.9,"Wiltshire, England Niagara Falls, NY"
3.0,0.0,female,16.0,5.0,2.0,46.9,"Wiltshire, England Niagara Falls, NY"
3.0,0.0,male,14.0,5.0,2.0,46.9,"Wiltshire, England Niagara Falls, NY"
3.0,0.0,male,40.0,1.0,6.0,46.9,"Wiltshire, England Niagara Falls, NY"
3.0,0.0,female,43.0,1.0,6.0,46.9,"Wiltshire, England Niagara Falls, NY"
3.0,0.0,male,51.0,0.0,0.0,8.05,"Dorking, Surrey, England"
3.0,0.0,male,32.0,0.0,0.0,8.3625,"Foresvik, Norway Portland, ND"
3.0,0.0,male,20.0,0.0,0.0,9.8458,"Waukegan, Chicago, IL"
3.0,0.0,male,37.0,2.0,0.0,7.925,"Ruotsinphytaa, Finland New York, NY"
3.0,0.0,male,28.0,2.0,0.0,7.925,"Ruotsinphytaa, Finland New York, NY"
3.0,0.0,male,19.0,0.0,0.0,7.775,"Myren, Sweden New York, NY"
3.0,0.0,male,41.0,0.0,0.0,7.125,"Finland Sudbury, ON"
3.0,0.0,male,20.0,0.0,0.0,9.225,"Oslo, Norway Cameron, WI"
3.0,0.0,male,22.0,0.0,0.0,9.0,"Antwerp, Belgium / Stanton, OH"
